pair_id,url1_lang,google_lang1,url2_lang,google_lang2,title1,title2,translated1,translated2
1484815420_1483818236,en,en,en,en,Pay it 4Ward: Sewing teaches not only a skill but life-lessons thanks to a special volunteer,Diary of a first-time-mum: Be more than passing ships – the main resolution I hope to keep,Pay it 4Ward: Sewing teaches not only a skill but life-lessons thanks to a special volunteer,Diary of a first-time-mum: Be more than passing ships – the main resolution I hope to keep
1484010793_1484108263,en,en,en,en,Field of broken dreams: football’s slave trade – photo essay,TechCrunch – Startup and Technology News,Field of broken dreams: football’s slave trade – photo essay,TechCrunch – Startup and Technology News
1581124670_1484049885,en,en,en,en,Influencer Girl in Hospital Wears Heavy Makeup After BF Says He’ll Come Visit,Trump suggests some flavored vapes may be pulled from market,Influencer Girl in Hospital Wears Heavy Makeup After BF Says He’ll Come Visit,Trump suggests some flavored vapes may be pulled from market
1484034519_1484327982,en,en,en,en,Alaska man fined $300 after jury acquits in fatal crash,Judge declines to set bond for Pine Ridge murder suspect,Alaska man fined $300 after jury acquits in fatal crash,Judge declines to set bond for Pine Ridge murder suspect
1484009946_1484067792,en,en,en,en,The year 2020 will be a successful one,Liberal Party calls for positive change 2020,The year 2020 will be a successful one,Liberal Party calls for positive change 2020
1484011107_1484352009,en,en,en,en,AMD graphics card partner ASRock leaks Radeon RX 5600 XT specification,AMD To Push Performance Envelope At CES 2020: What To Expect From Ryzen And Radeon,AMD graphics card partner ASRock leaks Radeon RX 5600 XT specification,AMD To Push Performance Envelope At CES 2020: What To Expect From Ryzen And Radeon
1483803603_1483802385,en,en,en,en,Daniel Olukoya Of MFM Unveils 33 Prophetic Declarations For 2020,"2020: MFM GO, Olukoya releases prophesies about Nigeria, leaders",Daniel Olukoya Of MFM Unveils 33 Prophetic Declarations For 2020,"2020: MFM GO, Olukoya releases prophesies about Nigeria, leaders"
1484455041_1485399037,en,en,en,en,"Bihar: Three trains cancelled, many others delayed",Drink and Drive fine: 352 challans issued on New Year's eve,"Bihar: Three trains cancelled, many others delayed",Drink and Drive fine: 352 challans issued on New Year's eve
1484038482_1483918010,en,en,en,en,"Akufo-Addo throws party for Lupita Nyong’o, Davido and other returnees – Ghanagh.com","Climate change conversation to shift dramatically, research shows","Akufo-Addo throws party for Lupita Nyong’o, Davido and other returnees – Ghanagh.com","Climate change conversation to shift dramatically, research shows"
1484011103_1484348089,en,en,en,en,CMSWire's Top 20 Most Popular Articles of 2019,These ten enterprise M&A deals totaled over $40B in 2019 – TechCrunch,CMSWire's Top 20 Most Popular Articles of 2019,These ten enterprise M&A deals totaled over $40B in 2019 – TechCrunch
1484698308_1587130797,en,en,en,en,"Untouchable? Ghislaine Maxwell Has ‘Serious Dirt’ On Elites, Confident Won’t Face Charges For Epstein Pedophile Network",Ghislaine Maxwell’s powerful contacts protecting her in safe houses,"Untouchable? Ghislaine Maxwell Has ‘Serious Dirt’ On Elites, Confident Won’t Face Charges For Epstein Pedophile Network",Ghislaine Maxwell’s powerful contacts protecting her in safe houses
1484012842_1483880217,en,en,en,en,"Buratai visits Police training college, troops in Gwoza","Army Promotes Five Outstanding Soldiers, Two CJTF","Buratai visits Police training college, troops in Gwoza","Army Promotes Five Outstanding Soldiers, Two CJTF"
1484011708_1484038126,en,en,en,en,Euro Area Government Debt to GDP,Post Malone got a new face tattoo for the new year,Euro Area Government Debt to GDP,Post Malone got a new face tattoo for the new year
1484819630_1484277599,en,en,en,en,Jason Holder rested from West Indies squad for first two ODIs against Ireland,"Tighten your belts, get set for space trip; 4 IAF pilots selected for India's manned space mission",Jason Holder rested from West Indies squad for first two ODIs against Ireland,"Tighten your belts, get set for space trip; 4 IAF pilots selected for India's manned space mission"
1484188395_1483958770,en,en,en,en,Harpoon Brewery And WhistlePig Rye: A Classic New England Collaboration,Amagansett modular home lists for $3.299M,Harpoon Brewery And WhistlePig Rye: A Classic New England Collaboration,Amagansett modular home lists for $3.299M
1484189425_1484273465,en,en,en,en,Federal judge to block latest North Carolina voter ID mandate,"""Sordid history"" cited as judge blocks NC's voter ID law",Federal judge to block latest North Carolina voter ID mandate,"""Sordid history"" cited as judge blocks NC's voter ID law"
1484039914_1484252230,en,en,en,en,11-year-old girl warns family of house fire in Arizona,3 mountain lions killed after feeding on human remains,11-year-old girl warns family of house fire in Arizona,3 mountain lions killed after feeding on human remains
1484013692_1483743533,en,en,en,en,Bhima Koregaon case -Uddhav Thackery should follow the footsteps of Hemant Soren,Bhima Koregaon: When a plot to assassinate the Prime Minister was unearthed,Bhima Koregaon case -Uddhav Thackery should follow the footsteps of Hemant Soren,Bhima Koregaon: When a plot to assassinate the Prime Minister was unearthed
1484008898_1483929412,en,en,en,en,New USDA report paints grim picture for America's most rural counties,Google’s Most Searched Terms Of The Last Decade,New USDA report paints grim picture for America's most rural counties,Google’s Most Searched Terms Of The Last Decade
1484039935_1483835551,en,en,en,en,Fire razes home of Borno physician,Algeria dumps thousands of migrants in the Sahara,Fire razes home of Borno physician,Algeria dumps thousands of migrants in the Sahara
1484037967_1484261803,en,en,en,en,Enjoy these January 2020 OC Parks events,"Woody Guthrie's 1943 New Year's Resolutions are a powerful reminder to ""Keep the hope machine running.""",Enjoy these January 2020 OC Parks events,"Woody Guthrie's 1943 New Year's Resolutions are a powerful reminder to ""Keep the hope machine running."""
1484456373_1483950065,en,en,en,en,"Cardiovascular Devices Market 2020 Global Industry Demand, Industry News, Business Updates by Size, Share, Sales Revenue Forecast by 2025 Industry Research.co","World Markets for Cleanroom Lighting, Forecast to 2028","Cardiovascular Devices Market 2020 Global Industry Demand, Industry News, Business Updates by Size, Share, Sales Revenue Forecast by 2025 Industry Research.co","World Markets for Cleanroom Lighting, Forecast to 2028"
1484008249_1483798429,en,en,en,en,Moonbattery Avoid the Hot Food Bar in Cities Run by Moonbats,Cuomo and de Blasio are dangerous idiots,Moonbattery Avoid the Hot Food Bar in Cities Run by Moonbats,Cuomo and de Blasio are dangerous idiots
1484037374_1484034933,en,en,en,en,Maine police officer 'recovering well' after being shot,Man Arrested for Shooting Officer Upon Release From Hospital,Maine police officer 'recovering well' after being shot,Man Arrested for Shooting Officer Upon Release From Hospital
1484010932_1483788229,en,en,en,en,Market trend moving from small is beautiful to big is great: Basant Maheshwari,Auto no longer best play on India's consumption story: Sameer Narayan,Market trend moving from small is beautiful to big is great: Basant Maheshwari,Auto no longer best play on India's consumption story: Sameer Narayan
1484765381_1543550230,en,en,en,en,New study estimates the global extent of river ice loss as Earth warms,Swiss KOF Economic Barometer (Jan.),New study estimates the global extent of river ice loss as Earth warms,Swiss KOF Economic Barometer (Jan.)
1484765381_1543550230,en,en,en,en,New study estimates the global extent of river ice loss as Earth warms,Swiss KOF Economic Barometer (Jan.),New study estimates the global extent of river ice loss as Earth warms,Swiss KOF Economic Barometer (Jan.)
1484013267_1484277419,en,en,en,en,Lawyer: Man in Tennessee bar stabbing acted in self-defense,2 charged after dragging Troy officer while evading arrest in JCPenney parking lot,Lawyer: Man in Tennessee bar stabbing acted in self-defense,2 charged after dragging Troy officer while evading arrest in JCPenney parking lot
1484034689_1483777901,en,en,en,en,New guidelines for political parties effective from Wednesday,"Delhi: Rajasthan roadways bus overturns, one dead",New guidelines for political parties effective from Wednesday,"Delhi: Rajasthan roadways bus overturns, one dead"
1484395398_1483937278,en,en,en,en,Aayush Sharma on Ayat Being Born on Salman Khan's Birthday: Bhai Asked for a Gift,Salman Khan rings in New Year's eve with Ayat at his farmhouse,Aayush Sharma on Ayat Being Born on Salman Khan's Birthday: Bhai Asked for a Gift,Salman Khan rings in New Year's eve with Ayat at his farmhouse
1483805962_1484248183,en,en,en,en,Anadolu Agency,Conflicting truce reports offer Afghans first chance for glimpse of peace,Anadolu Agency,Conflicting truce reports offer Afghans first chance for glimpse of peace
1484012125_1483996660,en,en,en,en,"Almost $775,000 raised for Season for Caring",6 Arrested In Killings Of 4 Men At Fresno Backyard Party,"Almost $775,000 raised for Season for Caring",6 Arrested In Killings Of 4 Men At Fresno Backyard Party
1484012125_1483996660,en,en,en,en,"Almost $775,000 raised for Season for Caring",6 Arrested In Killings Of 4 Men At Fresno Backyard Party,"Almost $775,000 raised for Season for Caring",6 Arrested In Killings Of 4 Men At Fresno Backyard Party
1483803275_1483932410,en,en,en,en,Private cos to generate 7 lakh jobs in 2020: Survey,"India's 2nd REIT: Mindspace Business Parks files for Rs 1,000 crore REIT listing",Private cos to generate 7 lakh jobs in 2020: Survey,"India's 2nd REIT: Mindspace Business Parks files for Rs 1,000 crore REIT listing"
1484457656_1484211715,en,en,en,en,Try lasagne noodles with nutmeg and cheese for a simple winter meal,Michigan officer pushes 2 out of drunken motorist’s path,Try lasagne noodles with nutmeg and cheese for a simple winter meal,Michigan officer pushes 2 out of drunken motorist’s path
1484039849_1484112441,en,en,en,en,China Enacts Crypto Law in Run-Up to State Digital Currency Debut,Money pumped into China's economy in attempt to fight slowdown,China Enacts Crypto Law in Run-Up to State Digital Currency Debut,Money pumped into China's economy in attempt to fight slowdown
1484039710_1484139161,en,en,en,en,Barty back on home turf ahead of Australian Open,"Happy News Year: Progress, positivity, journalism for good",Barty back on home turf ahead of Australian Open,"Happy News Year: Progress, positivity, journalism for good"
1543560406_1543583268,en,en,en,en,Further slowdown in 2020 with coronavirus a new threat,Oil to outperform,Further slowdown in 2020 with coronavirus a new threat,Oil to outperform
1484008702_1483879790,en,en,en,en,Mild With Increasing Clouds NYD; Rain Arrives Thursday,Sunny but cooler to start the New Year,Mild With Increasing Clouds NYD; Rain Arrives Thursday,Sunny but cooler to start the New Year
1484013363_1484326911,en,en,en,en,Y2K to Now: The Top Trends That Shaped the Past Two Decades According to eBay,"2019 resolutions revisited: what we hoped for, and what we got",Y2K to Now: The Top Trends That Shaped the Past Two Decades According to eBay,"2019 resolutions revisited: what we hoped for, and what we got"
1484395620_1484268144,en,en,en,en,Woman in serious condition after road rage shooting on Detroit’s east side,Detroit police search for missing 12-year-old boy who left home without permission,Woman in serious condition after road rage shooting on Detroit’s east side,Detroit police search for missing 12-year-old boy who left home without permission
1484010424_1484299664,en,en,en,en,Does Great Atlantic Resources Corp. (CVE:GR) Have A Particularly Volatile Share Price?,Leading and managing organisational change ,Does Great Atlantic Resources Corp. (CVE:GR) Have A Particularly Volatile Share Price?,Leading and managing organisational change 
1484035385_1483994651,en,en,en,en,5-Star Georgia CB Target Kelee Ringo Denies Rumors He Committed to Texas,Philadelphia Eagles sign former UGA football great,5-Star Georgia CB Target Kelee Ringo Denies Rumors He Committed to Texas,Philadelphia Eagles sign former UGA football great
1484032827_1484047456,en,en,en,en,Carlos Ghosn joins list of thrilling escapes by finance fugitives,Census Test Proves Asking About Citizenship Doesn’t Scare Hispanics,Carlos Ghosn joins list of thrilling escapes by finance fugitives,Census Test Proves Asking About Citizenship Doesn’t Scare Hispanics
1484006480_1483861890,en,en,en,en,14-Year-Old Boy Shot at South Miami-Dade Apartment Complex,"Man Shot, Girl Injured by Glass After Gunfire Erupts in Miami",14-Year-Old Boy Shot at South Miami-Dade Apartment Complex,"Man Shot, Girl Injured by Glass After Gunfire Erupts in Miami"
1517421409_1483931131,en,en,en,en,"These states now have legal weed, and which states could follow suit in 2020","Puff, Puff, Passed: 2019 Marijuana Laws in Review and 2020 Projections","These states now have legal weed, and which states could follow suit in 2020","Puff, Puff, Passed: 2019 Marijuana Laws in Review and 2020 Projections"
1484188817_1483859640,en,en,en,en,The best ads of the decade,Stonebwoy Reveals Hidden Tattoo of His Late Mother On His Body For First Time – Ghanagh.com,The best ads of the decade,Stonebwoy Reveals Hidden Tattoo of His Late Mother On His Body For First Time – Ghanagh.com
1484396154_1484053404,en,en,en,en,Numbers up for Taree's New Year's Eve celebrations,Australian Man Falls To His Death From Rooftop Bar On New Year's Eve,Numbers up for Taree's New Year's Eve celebrations,Australian Man Falls To His Death From Rooftop Bar On New Year's Eve
1484011087_1484189306,en,en,en,en,The decade in dumb: Looking back on the silliest of Apple commentary,The regressive trends of the 2010s,The decade in dumb: Looking back on the silliest of Apple commentary,The regressive trends of the 2010s
1484037961_1484118772,en,en,en,en,"Top 2019 Stories of Fraud, Waste and Abuse in Orange County","Unsheltered, Part 3: Solving homelessness takes services, housing and political will, experts say","Top 2019 Stories of Fraud, Waste and Abuse in Orange County","Unsheltered, Part 3: Solving homelessness takes services, housing and political will, experts say"
1484188331_1484347237,en,en,en,en,A case of ‘criminal lunacy’: The sad killing of a Mayo pensioner,"Normal People: A Novel: Rooney, Sally: 9781984822185: Amazon.com: Books",A case of ‘criminal lunacy’: The sad killing of a Mayo pensioner,"Normal People: A Novel: Rooney, Sally: 9781984822185: Amazon.com: Books"
1497163696_1484148198,en,en,en,en,Elizabeth Hinricher,Hand over plastic bags at this counter,Elizabeth Hinricher,Hand over plastic bags at this counter
1509331827_1484238519,en,en,en,en,Gift of the Givers sets goals for 2020,Kenya: Deadly Start to 2020 As (...),Gift of the Givers sets goals for 2020,Kenya: Deadly Start to 2020 As (...)
1484039911_1575834546,en,en,en,en,Past two months in Phoenix were cloudiest November and December in nearly 20 years,VIDEO: Gowdy Doubts Dems Can Persuade a Single GOP Senator on Impeachment Trial,Past two months in Phoenix were cloudiest November and December in nearly 20 years,VIDEO: Gowdy Doubts Dems Can Persuade a Single GOP Senator on Impeachment Trial
1484703241_1483770664,en,en,en,en,Art Scene: Top 10 Visual Art Highlights,I spy on turtles to learn more about how they have sex,Art Scene: Top 10 Visual Art Highlights,I spy on turtles to learn more about how they have sex
1484189636_1483762675,en,en,en,en,Zandberg conveys ‘message of peace’ to Abbas during Ramallah talks,Fatah movement marks 55th anniversary – Famagusta Gazette,Zandberg conveys ‘message of peace’ to Abbas during Ramallah talks,Fatah movement marks 55th anniversary – Famagusta Gazette
1484188540_1484326372,en,en,en,en,4 New Year's Resolutions Your Business Should Make,"New Year, New Resolution-Tips to Help Achieve This Year's Goal",4 New Year's Resolutions Your Business Should Make,"New Year, New Resolution-Tips to Help Achieve This Year's Goal"
1484010802_1483989600,en,en,en,en,Hong Kong police fire teargas amid New Year's Eve protests,"Police, protesters clash in New Year's Day rally in Hong Kong",Hong Kong police fire teargas amid New Year's Eve protests,"Police, protesters clash in New Year's Day rally in Hong Kong"
1483801583_1483798746,en,en,en,en,"Hey, can I recycle this?","PoE Powers Christmas Lights, But Opens Up So Much More","Hey, can I recycle this?","PoE Powers Christmas Lights, But Opens Up So Much More"
1484450708_1484441939,en,en,en,en,"Parents, child found dead in house fire on Southeast Side",3 people dead after southeast Columbus house fire,"Parents, child found dead in house fire on Southeast Side",3 people dead after southeast Columbus house fire
1484036424_1483993058,en,en,en,en,California vastly expands digital privacy. Will people use it?,Tree-Thinning Projects To Prevent California Wildfires May Be Approved Faster,California vastly expands digital privacy. Will people use it?,Tree-Thinning Projects To Prevent California Wildfires May Be Approved Faster
1484188536_1484347036,en,en,en,en,How CBD Entered The World Of Mixed Martial Arts,The Comfy Confines,How CBD Entered The World Of Mixed Martial Arts,The Comfy Confines
1484032976_1483923430,en,en,en,en,Congress leader Nellai Kannan booked for his speech against PM; BJP wants him arrested,"BJP Leaders Take Out Protest In Chennai To Seek Orator's Arrest, Detained",Congress leader Nellai Kannan booked for his speech against PM; BJP wants him arrested,"BJP Leaders Take Out Protest In Chennai To Seek Orator's Arrest, Detained"
1484032823_1484047456,en,en,en,en,Economic vs. Cultural Marxism: The Most Important Distinction,Census Test Proves Asking About Citizenship Doesn’t Scare Hispanics,Economic vs. Cultural Marxism: The Most Important Distinction,Census Test Proves Asking About Citizenship Doesn’t Scare Hispanics
1484010430_1483864543,en,en,en,en,Coal-fired plants around New Delhi running despite missing emissions deadline,In Pictures: India's homeless bear brunt of record cold,Coal-fired plants around New Delhi running despite missing emissions deadline,In Pictures: India's homeless bear brunt of record cold
1483803657_1483830300,en,en,en,en,Angry Francis Slaps Woman (Video),Pope Reacts Angrily on Being Grabbed by Pilgrim,Angry Francis Slaps Woman (Video),Pope Reacts Angrily on Being Grabbed by Pilgrim
1484036969_1484211657,en,en,en,en,'Forever in my heart': Lisa Armstrong pays tribute to late dad Derek,Lisa Armstrong shares emotional tribute to father Derek,'Forever in my heart': Lisa Armstrong pays tribute to late dad Derek,Lisa Armstrong shares emotional tribute to father Derek
1484011238_1484230379,en,en,en,en,American Family Care Promotes Veteran Information Technology Expert,Live table games begin in the Hoosier state,American Family Care Promotes Veteran Information Technology Expert,Live table games begin in the Hoosier state
1484009700_1484255606,en,en,en,en,"Comerica Bank and Detroit Lions Team Up to Support Winning Futures With $18,000 Donation",Stafford Confident In His Health,"Comerica Bank and Detroit Lions Team Up to Support Winning Futures With $18,000 Donation",Stafford Confident In His Health
1484188534_1484054567,en,en,en,en,What It's Like to Be a Female Sports Agent in a Male-Dominated Industry,Why Personal Branding Is a Secret Weapon,What It's Like to Be a Female Sports Agent in a Male-Dominated Industry,Why Personal Branding Is a Secret Weapon
1484189513_1484067889,en,en,en,en,"4,000+ People Trapped on Pristine Australia Beach as Wildfires Close In","Oz fires: 7 dead, over 200 homes destroyed","4,000+ People Trapped on Pristine Australia Beach as Wildfires Close In","Oz fires: 7 dead, over 200 homes destroyed"
1484189513_1484067889,en,en,en,en,"4,000+ People Trapped on Pristine Australia Beach as Wildfires Close In","Oz fires: 7 dead, over 200 homes destroyed","4,000+ People Trapped on Pristine Australia Beach as Wildfires Close In","Oz fires: 7 dead, over 200 homes destroyed"
1484011168_1484146311,en,en,en,en,Kerala CM launches K-RERA to bring transparency in real estate sector,K-RERA will ensure transparency: CM,Kerala CM launches K-RERA to bring transparency in real estate sector,K-RERA will ensure transparency: CM
1517606890_1484150492,en,en,en,en,Mr. Todd – Noah’s Ark Is Not a Fairy Tale,Award-winning lecture series comes to Holland,Mr. Todd – Noah’s Ark Is Not a Fairy Tale,Award-winning lecture series comes to Holland
1484036547_1484093428,en,en,en,en,Man arrested after 8-year-old is hospitalized for PCP exposure,Mule deer buck illegally shot on New Year’s Eve in Craig,Man arrested after 8-year-old is hospitalized for PCP exposure,Mule deer buck illegally shot on New Year’s Eve in Craig
1484299489_1484110209,en,en,en,en,Winning numbers drawn in ‘Cash4Life’ game,Haiti’s leader marks independence day amid security concerns,Winning numbers drawn in ‘Cash4Life’ game,Haiti’s leader marks independence day amid security concerns
1484011155_1484051011,en,en,en,en,Exeter live streaming: Horse racing preview & tips – New Year’s Day 2020,on line online casino – That Conspriracy,Exeter live streaming: Horse racing preview & tips – New Year’s Day 2020,on line online casino – That Conspriracy
1483804457_1484309346,en,en,en,en,The Bachelor star Emma Roche becomes an Australian citizen,Off-grid tiny cabin in Australia is just the place for a digital detox in the new year,The Bachelor star Emma Roche becomes an Australian citizen,Off-grid tiny cabin in Australia is just the place for a digital detox in the new year
1484189089_1484161673,en,en,en,en,Woman charged with a hate crime 'for slapping three Jewish women' assaults another person,Woman accused of assaulting 3 Jewish women arrested again day after release,Woman charged with a hate crime 'for slapping three Jewish women' assaults another person,Woman accused of assaulting 3 Jewish women arrested again day after release
1484816763_1484575830,en,en,en,en,Harsh Vardhan Should be Ashamed for Trying to Stop PTM Meeting in Delhi Govt Schools: Sisodia,Assam Govt Bans Strikes by Oil and Gas Sector Employees under Essential Services Maintenance Act,Harsh Vardhan Should be Ashamed for Trying to Stop PTM Meeting in Delhi Govt Schools: Sisodia,Assam Govt Bans Strikes by Oil and Gas Sector Employees under Essential Services Maintenance Act
1484038028_1484134113,en,en,en,en,"Syd Mead, visual artist behind Blade Runner, dies at 86","Latest Southern California storm fades, gusty winds expected","Syd Mead, visual artist behind Blade Runner, dies at 86","Latest Southern California storm fades, gusty winds expected"
1484190135_1483777898,en,en,en,en,"UCLA football TE Devin Asiasi declares for NFL draft, foregoes senior season",Mumbai: People welcome 2020 at Gateway of India,"UCLA football TE Devin Asiasi declares for NFL draft, foregoes senior season",Mumbai: People welcome 2020 at Gateway of India
1483804034_1484166703,en,en,en,en,Letter: Attack letters,President Trump's 'Benghazi' Has Ended Much Better Than...,Letter: Attack letters,President Trump's 'Benghazi' Has Ended Much Better Than...
1483804276_1483885879,en,en,en,en,"India Approves Third Lunar Mission Chandrayaan-3, ISRO Chief Reveals",India targets new moon mission in 2020,"India Approves Third Lunar Mission Chandrayaan-3, ISRO Chief Reveals",India targets new moon mission in 2020
1484036075_1484040604,en,en,en,en,Brother John rhyme helps teach children hand hygiene,"Family Holds Vigil For Father, 3 Children Who Died In Hemet Apartment Fire Day After Christmas",Brother John rhyme helps teach children hand hygiene,"Family Holds Vigil For Father, 3 Children Who Died In Hemet Apartment Fire Day After Christmas"
1484034694_1484050533,en,en,en,en,The Major Discoveries That Could Transform the World in the Next Decade,Welcome To the 2020s. Here's The Tech That Will Change Your Life,The Major Discoveries That Could Transform the World in the Next Decade,Welcome To the 2020s. Here's The Tech That Will Change Your Life
1484188876_1483770633,en,en,en,en,Qatar marches ahead with healthy strides in medical sector,Racy inclusion on Barack Obama’s ‘Best TV of 2019’ list,Qatar marches ahead with healthy strides in medical sector,Racy inclusion on Barack Obama’s ‘Best TV of 2019’ list
1484012817_1484339215,en,en,en,en,Letter: Nursery at prison helps inmates’ rehabilitation,2019 was 4th wettest year on record for Knoxville,Letter: Nursery at prison helps inmates’ rehabilitation,2019 was 4th wettest year on record for Knoxville
1484400595_1484232123,en,en,en,en,Former reserved-seat MP Fazilatun Nasa Bappy dies at 49,Indore: Foggy morning greets New Year,Former reserved-seat MP Fazilatun Nasa Bappy dies at 49,Indore: Foggy morning greets New Year
1484037032_1483931345,en,en,en,en,Streets piled with rubbish and bottle banks overflow after New Year,Five ways e-commerce businesses can save time in peak season,Streets piled with rubbish and bottle banks overflow after New Year,Five ways e-commerce businesses can save time in peak season
1484454301_1484086549,en,en,en,en,Al-Hilu extends ceasefire in Sudan’s Two Area for three months: statement,"SPLM-N’s al-Hilu, UAE officials discuss Sudan peace stalled process",Al-Hilu extends ceasefire in Sudan’s Two Area for three months: statement,"SPLM-N’s al-Hilu, UAE officials discuss Sudan peace stalled process"
1484400062_1484247586,en,en,en,en,Haryana: Hymn singer’s aide held for killing family,"2 days after murder of Shamli singers’ family, disciple held",Haryana: Hymn singer’s aide held for killing family,"2 days after murder of Shamli singers’ family, disciple held"
1484011169_1484123428,en,en,en,en,"Trump would beat every Democrat but Biden in Florida and Virginia, polls say",Pete Buttigieg campaign raised $24.7m in fourth quarter,"Trump would beat every Democrat but Biden in Florida and Virginia, polls say",Pete Buttigieg campaign raised $24.7m in fourth quarter
1484084356_1484110209,en,en,en,en,Winning numbers drawn in ‘Pick 4 Midday’ game,Haiti’s leader marks independence day amid security concerns,Winning numbers drawn in ‘Pick 4 Midday’ game,Haiti’s leader marks independence day amid security concerns
1552325283_1546770967,en,en,en,en,Xiaomi Patents Smartphone With a Surround Display: Report,Vivo's Next Apex Concept Phone Arriving at MWC 2020,Xiaomi Patents Smartphone With a Surround Display: Report,Vivo's Next Apex Concept Phone Arriving at MWC 2020
1484760854_1484197381,en,en,en,en,"Dwarf T-Rex Dinosaurs Probably Never Existed, Finds New Research",Tiny T. rex fossils aren't a new species,"Dwarf T-Rex Dinosaurs Probably Never Existed, Finds New Research",Tiny T. rex fossils aren't a new species
1484009137_1484573590,en,en,en,en,Two Athlone men due before the courts today on separate knife-related crimes,God and Guns,Two Athlone men due before the courts today on separate knife-related crimes,God and Guns
1484804405_1484808888,en,en,en,en,Prince William crime report,Southern Maryland crime report,Prince William crime report,Southern Maryland crime report
1484395226_1483806495,en,en,en,en,New Year’s Eve Bird Droppings: Where we’re saying goodbye to 2019,Forget New Year's Resolutions,New Year’s Eve Bird Droppings: Where we’re saying goodbye to 2019,Forget New Year's Resolutions
1484190605_1483953693,en,en,en,en,Police: Orthodox Jewish Men Attacked In Crown Heights Incidents During Hanukkah,13 And Counting: NYPD Probing New Year’s Day Attack On Young Jewish Man In Williamsburg,Police: Orthodox Jewish Men Attacked In Crown Heights Incidents During Hanukkah,13 And Counting: NYPD Probing New Year’s Day Attack On Young Jewish Man In Williamsburg
1484189499_1484138958,en,en,en,en,Thailand’s military-proxy government remains fragile,"Thai economy ends gloomy year, no cheer for 2020",Thailand’s military-proxy government remains fragile,"Thai economy ends gloomy year, no cheer for 2020"
1484038761_1484120977,en,en,en,en,"At year’s end, Southern California’s precipitation remains above normal",New wave of chicken-killing Newcastle disease hits Southern California,"At year’s end, Southern California’s precipitation remains above normal",New wave of chicken-killing Newcastle disease hits Southern California
1484037029_1485166828,en,en,en,en,Best of 2019: ‘Life Finds a Way’,Time for some New Year's financial resolutions,Best of 2019: ‘Life Finds a Way’,Time for some New Year's financial resolutions
1484190672_1484062938,en,en,en,en,New Marvel Ultimate Alliance 3 Story DLC Details Reportedly Revealed,3 Principles That Will Help You Understand Who God Is,New Marvel Ultimate Alliance 3 Story DLC Details Reportedly Revealed,3 Principles That Will Help You Understand Who God Is
1484453980_1484166556,en,en,en,en,"Administration disrupting stir, claim AMU students",Video: 'Drunk' Moped Driver in Dramatic Shanghai 'Cash-for-Crash' Road Accident,"Administration disrupting stir, claim AMU students",Video: 'Drunk' Moped Driver in Dramatic Shanghai 'Cash-for-Crash' Road Accident
1484188860_1483976209,en,en,en,en,"Israelis welcome to attend 2022 World Cup, says Qatari official",Letter: Israel is avoiding repeat of one Bethlehem Christmas,"Israelis welcome to attend 2022 World Cup, says Qatari official",Letter: Israel is avoiding repeat of one Bethlehem Christmas
1484007526_1484078244,en,en,en,en,Former Cambridge University professor is suspended,Hounds 'rip seven-month-old kitten to pieces',Former Cambridge University professor is suspended,Hounds 'rip seven-month-old kitten to pieces'
1484011203_1484283601,en,en,en,en,Private sector is ‘100% ready’ on plastics ban,Hushed Private Phone Line: Lifetime Subscription,Private sector is ‘100% ready’ on plastics ban,Hushed Private Phone Line: Lifetime Subscription
1484006642_1484271420,en,en,en,en,"2 injured in NE Portland shooting, suspect at large",Four wounded in seven New Year's Day shootings,"2 injured in NE Portland shooting, suspect at large",Four wounded in seven New Year's Day shootings
1568738515_1484744791,en,en,en,en,"VA, NY, and the UN, want YOU!",Hmmm – Daily Pundit,"VA, NY, and the UN, want YOU!",Hmmm – Daily Pundit
1484189503_1484261285,en,en,en,en,Classical music: Bringing medieval-era music to a new decade,A look at the first babies born in Erie in 2020,Classical music: Bringing medieval-era music to a new decade,A look at the first babies born in Erie in 2020
1498603206_1484073918,en,en,en,en,Noem: Weather among biggest challenges in first year,Rapid City Woman to Replace DiSanto in State Senate,Noem: Weather among biggest challenges in first year,Rapid City Woman to Replace DiSanto in State Senate
1483805435_1483881544,en,en,en,en,Milwaukie resident heads to America's Miss Pageant,I'm not concerned about plans to remove me,Milwaukie resident heads to America's Miss Pageant,I'm not concerned about plans to remove me
1484189312_1484270690,en,en,en,en,"Warren, Sanders don't 'Pay their fair share' in charitable giving",Opinion: The Democrats' 'wine cave' dilemma,"Warren, Sanders don't 'Pay their fair share' in charitable giving",Opinion: The Democrats' 'wine cave' dilemma
1484011702_1483879052,en,en,en,en,Campaign finance data,MFM Pastor Daniel Olukoya Releases 2020 Prophecies,Campaign finance data,MFM Pastor Daniel Olukoya Releases 2020 Prophecies
1484038739_1484078970,en,en,en,en,Four people treated for possible fentanyl exposure at Woodland Hills hotel,"Four People, One In Grave Condition, Exposed to Fentanyl At SFV Hotel",Four people treated for possible fentanyl exposure at Woodland Hills hotel,"Four People, One In Grave Condition, Exposed to Fentanyl At SFV Hotel"
1484189055_1484319913,en,en,en,en,"In France, successful insanity defense by killer of Jewish woman sparks outrage",My Chasidic community taught me to avoid non-Jews.,"In France, successful insanity defense by killer of Jewish woman sparks outrage",My Chasidic community taught me to avoid non-Jews.
